scope,n,path_a_rms_mean,path_a_rms_std,path_a_rms_p50,path_a_rms_p90,path_a_rms_p95,path_a_rms_p99,path_a_rms_p99_5,path_a_rms_max,path_b_rms_mean,path_b_rms_std,path_b_rms_p50,path_b_rms_p90,path_b_rms_p95,path_b_rms_p99,path_b_rms_p99_5,path_b_rms_max,path_a_absmax_mean,path_a_absmax_std,path_a_absmax_p50,path_a_absmax_p90,path_a_absmax_p95,path_a_absmax_p99,path_a_absmax_p99_5,path_a_absmax_max,path_b_absmax_mean,path_b_absmax_std,path_b_absmax_p50,path_b_absmax_p90,path_b_absmax_p95,path_b_absmax_p99,path_b_absmax_p99_5,path_b_absmax_max
OVERALL_TRAIN,4464,0.5593576429065121,0.4745793411167215,0.7594580246886663,1.119017494560438,1.1675267969909184,1.24745872865864,1.2788220857355783,1.3438031282597156,0.4632753795737756,0.42494311266343743,0.5510384070076102,1.0176907165033233,1.1361644351565845,1.3117462345249653,1.3759577402638004,1.5787383958464702,2.565246917410453,2.0407458934612337,3.6810978651046753,4.714420032501221,4.905692052841187,5.27237416267395,5.398037693500526,5.870528221130371,4.326345511152928,4.26685907868284,4.398114442825317,10.12775735855103,11.759306478500353,15.604097709655747,17.187674207687476,25.3179874420166
ra_1e6_pr_0.5,744,0.552483624793683,0.5160080855824124,0.5569021222591632,1.1810594389686133,1.2376183732244526,1.2915253448139938,1.3173708023036093,1.3438031282597156,0.39282912968943967,0.3773011714959967,0.32569710065668755,0.8648766064015111,0.9096662211468013,1.0085350496433445,1.0257491705531998,1.0791847803219534,2.1700554067020255,1.9022434560865593,3.148633122444153,4.364632272720337,4.583158397674561,4.847950639724732,4.960611391067504,5.040893077850342,2.885062729917242,2.8001314839673634,2.984295964241028,6.691181421279908,7.418875908851624,8.172834625244144,8.46788163661956,8.858359336853027
ra_1e6_pr_1,744,0.5245829987112278,0.505511183448322,0.3880136530850181,1.1411450721665506,1.1778459790957416,1.22520533662279,1.22957610117656,1.2420248771082354,0.3571159401535086,0.35791598199642494,0.2061901676955184,0.8194667782467149,0.8516662116284682,0.9299832470699034,0.997316885326857,1.0190114956186282,2.215408029696611,2.0051021378597866,2.6686220169067383,4.5690315723419195,4.677862596511841,4.836967201232911,4.9121317958831785,5.0635480880737305,2.9177722180131083,2.985125306670483,1.9727512001991272,7.138678741455078,7.676068830490113,8.802226781845096,8.98066222667694,9.447123527526855
ra_1e6_pr_2,744,0.4749085278654979,0.49535243966316744,0.1764964859101771,1.111646211592318,1.158806221885963,1.2397403098909876,1.2749902117728373,1.2919035568826747,0.30835423340850676,0.3382470273698029,0.07627893365608246,0.7837676487919175,0.8245411141699521,0.9249314680647548,0.9452479792151668,0.981506943486684,2.1267411018461937,2.0826254648670934,1.3640754222869873,4.694327926635743,4.845865273475647,5.0623566961288455,5.242839500904082,5.43902063369751,2.699294135259665,2.99605283659436,0.7425402998924255,7.203249120712281,7.763385486602783,8.51390474319458,8.824322237968437,9.443605422973633
ra_1e7_pr_0.5,744,0.6393302670841852,0.4546162528767941,0.8449744150620662,1.140334470112402,1.1847031657815548,1.2554713654730978,1.2778641130216712,1.2924742449135085,0.6366613560727347,0.4870432033287475,0.7600446980975931,1.223138874931702,1.289658793063108,1.4636425333834255,1.5225261542401887,1.5787383958464702,2.888942869851489,1.9144814671212544,3.9502729177474976,4.6384552955627445,4.799388527870178,5.022361373901367,5.054309267997741,5.526623249053955,5.994514231537949,4.754919919127083,6.9247589111328125,11.816251277923586,13.401030063629154,15.770684652328491,17.765283317565917,20.168315887451172
ra_1e7_pr_1,744,0.6073022610287415,0.43310776189334244,0.7922350037174757,1.0851569907371428,1.1243184925168923,1.1867048405671792,1.1958213713620993,1.2198675178206793,0.583976762974474,0.4517054988824058,0.67886729222675,1.1367353301260736,1.226201191726109,1.3597902262300032,1.38276338178745,1.4244327023034726,2.99463429087665,1.9914250986852535,4.123087644577026,4.804781532287598,4.996145224571228,5.272911958694459,5.410738859176635,5.492736339569092,6.027649619307281,4.9680139327232595,6.615413427352905,12.056462383270265,14.114449596405034,17.328829727172856,19.195709047317504,25.3179874420166
ra_1e7_pr_2,744,0.5575381779557375,0.4175188024180649,0.7421743847825573,1.022367424519954,1.0532853208939703,1.0942329575715026,1.1000249824764126,1.1057443981721462,0.5007148551439898,0.4149369373615135,0.5609996626955084,1.0239256208504521,1.0837861083148805,1.2076236980419637,1.3569887760553327,1.4302543158605316,2.9956998054897483,2.112348555675493,4.192187309265137,5.039773797988891,5.237127494812012,5.504697718620301,5.596846709251403,5.870528221130371,5.433780132882323,4.765494959814471,5.948369264602661,11.394060993194582,13.02042179107666,18.092711906433163,20.241986370086657,23.585128784179688
